group_num	term	label
295	43515-6	LT MRA Thigh vessels - right WO contrast
295	43516-4	LT MRA Wrist vessels - left WO contrast
295	43517-2	LT MRA Wrist vessels - right WO contrast
295	43556-0	LT MRA Lower leg vessels - right
295	44129-5	LT MRA Lower extremity vessels WO contrast
295	44130-3	LT MRA Aortic arch WO contrast
295	44132-9	LT MRA Thoracic and abdominal aorta WO contrast
295	44133-7	LT MRA Renal vessels WO contrast
295	44230-1	LT MRA Superior mesenteric vessels WO contrast
295	46359-6	LT MRA Superior mesenteric vessels
295	49565-5	LT MRA Thoracic spine vessels
295	99611-6	LT MRA Abdominal vessels and Pelvis vessels WO contrast
296	105141-6	LT MRA Abdominal veins WO contrast IV
296	105146-5	LT MRA Head vessels and Neck vessels WO contrast IV
296	105149-9	LT MRA Upper extremity vessels - left WO contrast IV
296	105150-7	LT MRA Upper extremity vessels - right WO contrast IV
296	105151-5	LT MRA Upper extremity vessels - bilateral WO contrast IV
296	105170-5	LT MRA Heart WO contrast IV
297	105156-4	LT MR Orbit - bilateral
297	24586-0	LT MR Brain W anesthesia
297	24590-2	LT MR Brain
297	24735-3	LT MR Internal auditory canal and Posterior fossa
297	24880-7	LT MR Pituitary and Sella turcica
297	24914-4	LT MR Sinuses
297	24999-5	LT MR Temporomandibular joint
297	30657-1	LT MR Brain WO contrast
297	30658-9	LT MR Internal auditory canal WO contrast
297	30661-3	LT MR Orbit - bilateral WO contrast
297	30662-1	LT MR Sinuses WO contrast
297	30666-2	LT MR Pituitary and Sella turcica WO contrast
297	30857-7	LT MR Nerves cranial
297	35953-9	LT MR Face
297	35956-2	LT MR Internal auditory canal
297	36056-0	LT MR Posterior fossa
297	36435-6	LT MR Face WO contrast
297	36518-9	LT MR Posterior fossa WO contrast
297	36777-1	LT MR Orbit
297	36778-9	LT MR Orbit - right
297	36872-0	LT MR Orbit WO contrast
297	36873-8	LT MR Orbit - left WO contrast
297	36874-6	LT MR Orbit - right WO contrast
297	36933-0	LT MR Salivary gland
297	36956-1	LT MR Orbit and Face WO contrast
297	37217-7	LT MR Brain stem and Cranial nerves
297	37218-5	LT MR Brain.temporal
297	37228-4	LT MR Temporomandibular joint - bilateral
297	37230-0	LT MR Temporomandibular joint - left
297	37231-8	LT MR Temporomandibular joint - right
297	37278-9	LT MR Brain and Internal auditory canal WO contrast
297	37284-7	LT MR Temporomandibular joint WO contrast
297	37285-4	LT MR Temporomandibular joint - bilateral WO contrast
297	37286-2	LT MR Temporomandibular joint - left WO contrast
297	37287-0	LT MR Temporomandibular joint - right WO contrast
297	38836-3	LT MR Orbit - left
297	42303-8	LT MR Orbit and Face
297	42385-5	LT MR Brain and Pituitary and Sella turcica
297	42393-9	LT MR Brain and Pituitary and Sella turcica WO contrast
297	43772-3	LT MR Brain and Internal auditory canal
297	48453-5	LT MR Brain.temporal WO contrast
297	48687-8	LT MR Skull base WO contrast
297	69211-1	LT MR Nasal bones
297	82128-0	LT MR Brain and Face WO contrast
297	91593-4	LT MR Brain and Orbit - bilateral WO contrast
298	105157-2	LT MR Small bowel W contrast PO and W contrast IV
298	72246-2	LT MR Abdomen and Pelvis W contrast PO and WO and W contrast IV
298	80503-6	LT MR Small bowel W contrast PO and WO and W contrast IV
299	105158-0	LT MR Lumbosacral plexus WO contrast IV
299	105161-4	LT MR Upper extremity joint - bilateral WO contrast IV
300	105160-6	LT MR Lumbosacral plexus WO and W contrast IV
300	105162-2	LT MR Upper extremity joint - bilateral WO and W contrast IV
300	24539-9	LT MR Ankle WO and W contrast IV
300	24557-1	LT MR Abdomen WO and W contrast IV
300	24583-7	LT MR Brachial plexus WO and W contrast IV
300	24587-8	LT MR Brain WO and W contrast IV
300	24675-1	LT MR Elbow WO and W contrast IV
300	24694-2	LT MR Face WO and W contrast IV
300	24703-1	LT MR Thigh WO and W contrast IV
300	24740-3	LT MR Internal auditory canal and Posterior fossa WO and W contrast IV
300	24803-9	LT MR Knee WO and W contrast IV
300	24840-1	LT MR Neck WO and W contrast IV
300	24851-8	LT MR Orbit - bilateral WO and W contrast IV
300	24879-9	LT MR Pituitary and Sella turcica WO and W contrast IV
300	24906-0	LT MR Shoulder WO and W contrast IV
300	24937-5	LT MR Cervical spine WO and W contrast IV
300	24967-2	LT MR Lumbar spine WO and W contrast IV
300	24981-3	LT MR Thoracic spine WO and W contrast IV
300	25035-7	LT MR Wrist WO and W contrast IV
300	26187-5	LT MR Ankle - bilateral WO and W contrast IV
300	26188-3	LT MR Ankle - left WO and W contrast IV
300	26189-1	LT MR Ankle - right WO and W contrast IV
300	26190-9	LT MR Brachial plexus - bilateral WO and W contrast IV
300	26191-7	LT MR Brachial plexus - left WO and W contrast IV
300	26192-5	LT MR Brachial plexus - right WO and W contrast IV
300	26193-3	LT MR Elbow - bilateral WO and W contrast IV
300	26194-1	LT MR Elbow - left WO and W contrast IV
300	26195-8	LT MR Elbow - right WO and W contrast IV
300	26196-6	LT MR Thigh - bilateral WO and W contrast IV
300	26197-4	LT MR Thigh - left WO and W contrast IV
300	26198-2	LT MR Thigh - right WO and W contrast IV
300	26199-0	LT MR Knee - bilateral WO and W contrast IV
300	26200-6	LT MR Knee - left WO and W contrast IV
300	26201-4	LT MR Knee - right WO and W contrast IV
300	26202-2	LT MR Shoulder - bilateral WO and W contrast IV
300	26203-0	LT MR Shoulder - left WO and W contrast IV
300	26204-8	LT MR Shoulder - right WO and W contrast IV
300	26205-5	LT MR Wrist - bilateral WO and W contrast IV
300	26206-3	LT MR Wrist - left WO and W contrast IV
300	26207-1	LT MR Wrist - right WO and W contrast IV
300	30659-7	LT MR Internal auditory canal WO and W contrast IV
300	30663-9	LT MR Sinuses WO and W contrast IV
300	30670-4	LT MR Liver WO and W contrast IV
300	30672-0	LT MR Pelvis and Hip WO and W contrast IV
300	30674-6	LT MR Pelvis WO and W contrast IV
300	30682-9	LT MR Foot WO and W contrast IV
300	30684-5	LT MR Forearm WO and W contrast IV
300	30686-0	LT MR Hand WO and W contrast IV
300	30688-6	LT MR Hip WO and W contrast IV
300	30690-2	LT MR Upper arm WO and W contrast IV
300	30855-1	LT MR Cervical and thoracic and lumbar spine WO and W contrast IV
300	30870-0	LT MR Lower leg WO and W contrast IV
300	36273-1	LT MR Abdominal Aorta WO and W contrast IV
300	36276-4	LT MR Breast WO and W contrast IV
300	36277-2	LT MR Breast - bilateral WO and W contrast IV
300	36278-0	LT MR Breast - left WO and W contrast IV
300	36279-8	LT MR Breast - right WO and W contrast IV
300	36283-0	LT MR Chest WO and W contrast IV
300	36284-8	LT MR Chest and Abdomen WO and W contrast IV
300	36289-7	LT MR Lower extremity - bilateral WO and W contrast IV
300	36291-3	LT MR Lower extremity - left WO and W contrast IV
300	36333-3	LT MR Lower extremity - right WO and W contrast IV
300	36337-4	LT MR Upper extremity - right WO and W contrast IV
300	36342-4	LT MR Foot - bilateral WO and W contrast IV
300	36344-0	LT MR Foot - left WO and W contrast IV
300	36346-5	LT MR Foot - right WO and W contrast IV
300	36349-9	LT MR Forearm - left WO and W contrast IV
300	36351-5	LT MR Forearm - right WO and W contrast IV
300	36354-9	LT MR Hand - left WO and W contrast IV
300	36356-4	LT MR Hand - right WO and W contrast IV
300	36357-2	LT MR Heart WO and W contrast IV
300	36361-4	LT MR Hip - bilateral WO and W contrast IV
300	36363-0	LT MR Hip - left WO and W contrast IV
300	36365-5	LT MR Hip - right WO and W contrast IV
300	36368-9	LT MR Upper arm - left WO and W contrast IV
300	36370-5	LT MR Upper arm - right WO and W contrast IV
300	36371-3	LT MR Lower Extremity Joint WO and W contrast IV
300	36372-1	LT MR Lower extremity joint - left WO and W contrast IV
300	36373-9	LT MR Lower extremity joint - right WO and W contrast IV
300	36374-7	LT MR Upper extremity.joint WO and W contrast IV
300	36376-2	LT MR Sacroiliac Joint WO and W contrast IV
300	36378-8	LT MR Kidney - bilateral WO and W contrast IV
300	36382-0	LT MR Larynx WO and W contrast IV
300	36384-6	LT MR Nasopharynx WO and W contrast IV
300	36385-3	LT MR Pancreas WO and W contrast IV
300	36388-7	LT MR Posterior fossa WO and W contrast IV
300	36389-5	LT MR Prostate WO and W contrast IV
300	36391-1	LT MR Sacrum WO and W contrast IV
300	36392-9	LT MR Sacrum and Coccyx WO and W contrast IV
300	36393-7	LT MR Scapula - left WO and W contrast IV
300	36394-5	LT MR Scapula - right WO and W contrast IV
300	36404-2	LT MR Spleen WO and W contrast IV
300	36406-7	LT MR Scrotum and testicle WO and W contrast IV
300	36407-5	LT MR Thyroid gland WO and W contrast IV
300	36410-9	LT MR Lower leg - left WO and W contrast IV
300	36412-5	LT MR Lower leg - right WO and W contrast IV
300	36418-2	LT MR Inferior vena cava WO and W contrast IV
300	36419-0	LT MR Superior vena cava WO and W contrast IV
300	36840-7	LT MR Upper extremity joint - left WO and W contrast IV
300	36841-5	LT MR Upper extremity joint - right WO and W contrast IV
300	36842-3	LT MR Orbit WO and W contrast IV
300	36843-1	LT MR Orbit - left WO and W contrast IV
300	36844-9	LT MR Orbit - right WO and W contrast IV
300	36944-7	LT MR Biliary ducts and Pancreatic duct WO and W contrast IV
300	36951-2	LT MR Adrenal gland WO and W contrast IV
300	37265-6	LT MR Parotid gland WO and W contrast IV
300	37268-0	LT MR Temporomandibular joint WO and W contrast IV
300	37269-8	LT MR Temporomandibular joint - bilateral WO and W contrast IV
300	37270-6	LT MR Temporomandibular joint - left WO and W contrast IV
300	37271-4	LT MR Temporomandibular joint - right WO and W contrast IV
300	37272-2	LT MR Mediastinum WO and W contrast IV
300	38831-4	LT MR Upper extremity - left WO and W contrast IV
300	39029-4	LT MR Orbit and Face WO and W contrast IV
300	39034-4	LT MR Upper extremity WO and W contrast IV
300	39291-0	LT MR Lower extremity WO and W contrast IV
300	42298-0	LT MR Unspecified body region WO and W contrast IV
300	42299-8	LT MR Clavicle WO and W contrast IV
300	42392-1	LT MR Brain and Pituitary and Sella turcica WO and W contrast IV
300	42697-3	LT MR Lower leg - bilateral WO and W contrast IV
300	43456-3	LT MR Cervical and thoracic spine WO and W contrast IV
300	43509-9	LT MR Axilla - left WO and W contrast IV
300	43511-5	LT MR Axilla - right WO and W contrast IV
300	43528-9	LT MR Breast - unilateral WO and W contrast IV
300	43769-9	LT MR Brain and Internal auditory canal WO and W contrast IV
300	43775-6	LT MR Kidney WO and W contrast IV
300	46310-9	LT MR Orbit and Face and Neck WO and W contrast IV
300	48454-3	LT MR Clavicle - right WO and W contrast IV
300	48455-0	LT MR Clavicle - left WO and W contrast IV
300	48694-4	LT MR Brain.temporal WO and W contrast IV
300	69174-1	LT MR Forearm - bilateral WO and W contrast IV
300	69177-4	LT MR Hand - bilateral WO and W contrast IV
300	69181-6	LT MR Upper arm - bilateral WO and W contrast IV
300	69186-5	LT MR Upper extremity - bilateral WO and W contrast IV
300	69194-9	LT MR Finger WO and W contrast IV
300	69204-6	LT MR Finger - left WO and W contrast IV
300	69214-5	LT MR Finger - right WO and W contrast IV
300	69220-2	LT MR Skull base WO and W contrast IV
300	72238-9	LT MR Toes - right WO and W contrast IV
300	72241-3	LT MR Toes - left WO and W contrast IV
300	80499-7	LT MR Whole body WO and W contrast IV
300	80514-3	LT MR Bone marrow WO and W contrast IV
300	82129-8	LT MR Brain and Face WO and W contrast IV
300	82131-4	LT MR Face and Neck WO and W contrast IV
300	91524-9	LT MR Chest and Abdomen and Pelvis WO and W contrast IV
300	91592-6	LT MR Brain and Orbit - bilateral WO and W contrast IV
300	91595-9	LT MR Sacrum and Sacroiliac joint WO and W contrast IV
300	91597-5	LT MR Toe WO and W contrast IV
300	91716-1	LT MR Spine Lumbar and Sacrum WO and W contrast IV
300	97392-5	LT MR Abdomen and Pelvis WO and W contrast IV
301	105163-0	LT MR Brain during surgery W contrast IV
301	105164-8	LT MR Brain during surgery W and WO contrast IV
302	105165-5	LT MR Guidance for biopsy of Breast
302	80504-4	LT MR Guidance for biopsy of Unspecified body region
303	105166-3	LT Functional MR Brain WO contrast
303	58748-5	LT Functional MR Brain
304	105167-1	LT MR Heart cine for function WO contrast
304	37434-8	LT MR Heart cine for function
305	105176-2	LT Living arrangements during assessment period [CMS Assessment]
305	85951-2	LT Living arrangements during assessment period [CMS Assessment]
306	105420-4	LT US Breast - left screening
306	105421-2	LT US Breast - right screening
306	105422-0	LT US Breast - bilateral screening
307	106251-2	LT US Wrist - right and Hand - right
307	25036-5	LT US Wrist
307	26278-2	LT US Wrist - bilateral
307	26280-8	LT US Wrist - left
307	26282-4	LT US Wrist - right
308	106253-8	LT US Guidance for aspiration of Pelvis and Hip - bilateral
308	106254-6	LT US Guidance for aspiration of Pelvis and Hip - left
308	106256-1	LT US Guidance for aspiration of Pelvis and Hip - right
309	106258-7	LT US Kidney W contrast IV
309	39450-2	LT US Gastrointestinal tract W contrast PO
310	106259-5	LT US Knee - bilateral
310	106260-3	LT US Knee - left
310	106262-9	LT US Knee - right
311	106261-1	LT US Guidance for aspiration of Knee - left
311	106264-5	LT US Guidance for aspiration of Knee - right
312	106271-0	LT US Guidance for drainage and placement of drainage catheter of Neck
312	24692-6	LT US Guidance for drainage and placement of drainage catheter of Extremity
312	30699-3	LT US Guidance for drainage and placement of drainage catheter of Unspecified body region
312	38142-6	LT US Guidance for drainage and placement of drainage catheter of Chest
313	106272-8	LT US Pelvis and Spine Lumbar
313	69393-7	LT US Lumbar spine
313	70926-1	LT US Cervical spine
314	106274-4	LT US Foot - left
314	106275-1	LT US Foot - right
315	106281-9	LT US Guidance for aspiration of Shoulder - bilateral
315	106283-5	LT US Guidance for aspiration of Shoulder - left
315	106285-0	LT US Guidance for aspiration of Shoulder - right
316	106282-7	LT US Guidance for biopsy of Shoulder - left
316	106284-3	LT US Guidance for biopsy of Shoulder - right
317	106289-2	LT US Guidance for injection of Tendon
317	72530-9	LT US Guidance for injection of Joint
318	106293-4	LT US Toes - left
318	106294-2	LT US Toes - right
319	106308-0	LT US Guidance for FNA of Axilla - right
319	106332-0	LT US Guidance for FNA of Clavicle - left
320	106311-4	LT US Chest during surgery
320	24732-0	LT US Head during surgery
320	30701-7	LT US Unspecified body region during surgery
320	30706-6	LT US Liver during surgery
321	106318-9	LT US Elbow - bilateral
321	106320-5	LT US Elbow - left
321	106322-1	LT US Elbow - right
322	106321-3	LT US Guidance for biopsy of Elbow - left
322	106323-9	LT US Guidance for biopsy of Elbow - right
323	106324-7	LT US Forearm - left
323	106325-4	LT US Forearm - right
324	106326-2	LT US Forefoot - right
324	26264-2	LT US Popliteal space - right
324	38051-9	LT US Lower extremity - right
324	41816-0	LT US Extremity veins - right
325	106328-8	LT US Finger - left
325	106329-6	LT US Finger - right
326	106330-4	LT US Guidance for biopsy of Foot - left
326	106331-2	LT US Guidance for biopsy of Foot - right
327	106333-8	LT US Guidance for FNA of Groin - left
327	106334-6	LT US Guidance for FNA of Groin - right
328	106335-3	LT US Hand - bilateral
328	106336-1	LT US Hand - left
328	106338-7	LT US Hand - right
329	106935-0	LT Administrative information [CMS Assessment]
329	93217-8	LT Administrative information during assessment period [CMS Assessment]
330	107268-5	LT RF Guidance for embolization of Carotid arteries - left
330	107302-2	LT RF Guidance for embolization of Carotid artery.external
331	107271-9	LT XR and RF Wrist - right Views
331	107272-7	LT XR and RF Wrist - left Views
331	107275-0	LT XR and RF Upper extremity - right Views
331	107277-6	LT XR and RF Upper extremity - left Views
331	107279-2	LT XR and RF Upper extremity - bilateral Views
331	107280-0	LT XR and RF Skull Views
332	107276-8	LT RF Upper extremity - right Views
332	107278-4	LT RF Upper extremity - left Views
333	11490-0	LT Physician Discharge summary
333	34106-5	LT Physician Hospital Discharge summary
334	11504-8	LT Surgical operation note
334	34137-0	LT Outpatient Surgical operation note
335	18682-5	LT Ambulance records
335	34878-9	LT Emergency medicine Note
335	84096-7	LT Emergency medicine Telephone encounter Note
335	89883-3	LT Emergency medicine Telehealth Note
336	18735-1	LT Physical therapy Initial evaluation note
336	84319-3	LT Physical therapy Outpatient Initial evaluation note
336	84327-6	LT Physical therapy Hospital Initial evaluation note
337	18739-3	LT Social worker Initial evaluation note
337	83962-1	LT Social worker Patient's home Initial evaluation note
337	83969-6	LT Social worker Long term care facility Initial evaluation note
338	18761-7	LT Transfer summary note
338	78341-5	LT Emergency department Transfer summary note
338	85184-0	LT Hospital Transfer summary note
339	18776-5	LT Plan of care note
339	80746-1	LT Emergency department Plan of care note
340	24531-6	LT US Retroperitoneum
340	24532-4	LT US Abdomen RUQ
340	24711-4	LT US Gallbladder
340	24859-1	LT US Pancreas
340	24990-4	LT US Spleen
340	38021-2	LT US Biliary ducts and Gallbladder
340	38022-0	LT US Gallbladder W cholecystokinin
340	38054-3	LT US Visceral artery
340	69277-2	LT US Adrenal gland
340	69294-7	LT US Renal artery
340	69394-5	LT US Mesenteric arteries
341	24535-7	LT XR Acetabulum Views
341	24612-4	LT XR Calcaneus Views
341	26112-3	LT XR Lower extremity - bilateral Views
341	26113-1	LT XR Lower extremity - left Views
341	30791-8	LT XR Patella Views
342	24536-5	LT XR Acromioclavicular Joint Views
342	26136-2	LT XR Acromioclavicular joint - bilateral Views
342	26137-0	LT XR Acromioclavicular joint - left Views
342	26138-8	LT XR Acromioclavicular joint - right Views
