PartNumber	PartTypeName	PartName
LP155746-3	COMPONENT	During the past 4W, how much of the time has your physical health or emotional problems interfered with your social activities - like visiting with friends, relatives, etc
LP155747-1	COMPONENT	Did you feel tired during the past 4W
LP155748-9	COMPONENT	Have you been a happy person during the past 4W
LP155749-7	COMPONENT	Did you feel worn out during the past 4W
LP155750-5	COMPONENT	Have you felt downhearted and blue during the past 4W
LP15575-1	COMPONENT	Folate
LP155751-3	COMPONENT	Did you have a lot of energy during the past 4W
LP155752-1	COMPONENT	Have you felt calm and peaceful during the past 4W
LP155753-9	COMPONENT	Have you felt so down in the dumps that nothing could cheer you up during the past 4W
LP155754-7	COMPONENT	Have you been a very nervous person during the past 4W
LP155755-4	COMPONENT	Did you feel full of pep during the past 4W
LP155756-2	COMPONENT	During the past 4W, how much did pain interfere with your normal work - including both work outside the home and house work
LP155757-0	COMPONENT	How much bodily pain have you had during the past 4W
LP155758-8	COMPONENT	During the past 4W, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors or groups
LP155760-4	COMPONENT	As a result of any emotional problems, have you accomplished less than you would like in the past 4W
LP155761-2	COMPONENT	As a result of any emotional problems, have you cut down the amount of time you spent on work or other activities in the past 4W
LP155762-0	COMPONENT	As a result of your physical health, have you had difficulty performing the work or other activities - for example, it took extra effort in the past 4W
LP155763-8	COMPONENT	As a result of your physical health, were you limited in the kind of work in the past 4W
LP155764-6	COMPONENT	As a result of your physical health, have you accomplished less than you would like in the past 4W
LP155765-3	COMPONENT	As a result of your physical health, have you cut down the amount of time you spent on work or other activities in the past 4W
LP155767-9	COMPONENT	Does your health now limit you in walking one block
LP155768-7	COMPONENT	Does your health now limit you in walking several blocks
LP15576-9	COMPONENT	Formate
LP155769-5	COMPONENT	Does your health now limit you in walking more than a mile
LP155770-3	COMPONENT	Does your health now limit you in bending, kneeling, stooping
LP155771-1	COMPONENT	Does your health now limit you in climbing one flight of stairs
LP155772-9	COMPONENT	Does your health now limit you in climbing several flights of stairs
LP155774-5	COMPONENT	Does your health now limit you in moderate activities, such as moving a table, pushing a vacuum cleaner, bowling or playing golf
LP155775-2	COMPONENT	Does your health now limit you in vigorous activities, such as running, lifting heavy objects, participating in strenuous sports
LP155776-0	COMPONENT	Veterans RAND health survey - 36 item
LP15577-7	COMPONENT	Fructokinase
LP155777-8	COMPONENT	During the past 4W, how much of the time has your physical health or emotional problems interfered with your social activities - like visiting with friends, relatives, etc.
LP155778-6	COMPONENT	As a result of any emotional problems, you didn't do work or other activities as carefully as usual in the past 4W
LP155780-2	COMPONENT	Veterans RAND health survey - 12 item
LP155781-0	COMPONENT	Parents' evaluation of developmental status
LP155782-8	COMPONENT	Parents' evaluation of developmental status - developmental milestones
LP15578-5	COMPONENT	Fructosamine
LP15581-9	COMPONENT	Amphotericin B
LP15582-7	COMPONENT	Fumarase
LP15583-5	COMPONENT	Fumarate
LP15584-3	COMPONENT	Fumarylacetoacetate
LP15585-0	COMPONENT	Galactokinase
LP15586-8	COMPONENT	Galactose 1 phosphate
LP15587-6	COMPONENT	Galactosylgalactosylglucosylceramidase
LP15588-4	COMPONENT	Gamma aminobutyrate
LP15589-2	COMPONENT	Gamma glutamyl cysteine synthetase
LP15590-0	COMPONENT	Gamma glutamyl transferase
LP15592-6	COMPONENT	Gastric inhibitory polypeptide
LP15593-4	COMPONENT	Gastrin releasing polypeptide
LP15594-2	COMPONENT	Gastrin.34 residue fragment
LP15595-9	COMPONENT	Gastrin.17 residue fragment
LP15596-7	COMPONENT	Gastrin.14 residue fragment
LP15597-5	COMPONENT	Hemoglobin.gastrointestinal
LP15600-7	COMPONENT	Glucose-6-Phosphatase
LP15601-5	COMPONENT	Glucose-6-Phosphate dehydrogenase
LP15602-3	COMPONENT	Erythromycin+sulfiSOXAZOLE
LP15603-1	COMPONENT	sulfiSOXAZOLE
LP15604-9	COMPONENT	Glucosylceramidase
LP15605-6	COMPONENT	Glutamate
LP15606-4	COMPONENT	Glutamate dehydrogenase
LP15607-2	COMPONENT	Glutamate dehydrogenase.NAD
LP15608-0	COMPONENT	Glutamate dehydrogenase.NADP
LP15609-8	COMPONENT	Glutamine
LP156105-1	COMPONENT	t(15;17)(q24.1;q21.1)(PML,RARA) bcr3
LP15610-6	COMPONENT	Glutaryl CoA dehydrogenase
LP156112-7	COMPONENT	Tolerance, worried, eye- opener, amnesia, cutdown screening test
LP15611-4	COMPONENT	Glutathione peroxidase
LP156117-6	COMPONENT	Kansas City Cardiomyopathy Questionnaire
LP156118-4	COMPONENT	Overall summary score
LP156119-2	COMPONENT	Minnesota Living with Heart Failure Questionnaire
LP156120-0	COMPONENT	Car, relax, alone, forget, friends, trouble screening test
LP156121-8	COMPONENT	Michigan alcoholism screening test - geriatric version
LP15612-2	COMPONENT	Glutathione reductase
LP156122-6	COMPONENT	Michigan alcoholism screening test
LP15613-0	COMPONENT	Glutathione S-transferase
LP156130-9	COMPONENT	Ascertain dementia 8
LP156131-7	COMPONENT	Short informant questionnaire on cognitive decline in the elderly
LP156132-5	COMPONENT	St. Louis University mental status examination
LP156133-3	COMPONENT	Hip and knee outcomes questionnaire
LP156134-1	COMPONENT	Falls behavioral scale for older people
LP156135-8	COMPONENT	Health assessment questionnaire
LP156136-6	COMPONENT	Infant development inventory
LP156137-4	COMPONENT	Child development inventory
LP156138-2	COMPONENT	Bayley infant neurodevelopmental screener
LP156139-0	COMPONENT	Ages and stages questionnaires
LP156140-8	COMPONENT	Holo-transcobalamin II
LP156141-6	COMPONENT	Apo-transcobalamin I
LP156144-0	COMPONENT	PROMIS-29 Sleep disturbance score
LP156146-5	COMPONENT	PROMIS-29 Satisfaction with participation in social roles score
LP15614-8	COMPONENT	Glutathione synthase
LP156148-1	COMPONENT	PROMIS-29 Physical function score
LP156150-7	COMPONENT	PROMIS-29 Pain interference score
LP156152-3	COMPONENT	PROMIS-29 Fatigue score
LP156154-9	COMPONENT	PROMIS-29 Depression score
LP15615-5	COMPONENT	Glutathione.oxidized
LP156156-4	COMPONENT	PROMIS-29 Anxiety score
LP156158-0	COMPONENT	PROMIS-10 Global Mental Health score
LP156159-8	COMPONENT	PROMIS-10 Global Physical Health score
LP156161-4	COMPONENT	VR-36 Mental health score - oblique method
LP15616-3	COMPONENT	Glutathione.reduced
LP156164-8	COMPONENT	VR-36 Role emotion score - oblique method
LP156165-5	COMPONENT	VR-36 Social functioning score - oblique method
LP156168-9	COMPONENT	VR-36 Vitality score - oblique method
LP156169-7	COMPONENT	VR-36 General health score - oblique method
LP15617-1	COMPONENT	Glutathione
LP156172-1	COMPONENT	VR-36 Bodily pain score - oblique method
LP156173-9	COMPONENT	VR-36 Role physical score - oblique method
LP156176-2	COMPONENT	VR-36 Physical functioning score - oblique method
LP156177-0	COMPONENT	VR-36 Physical component summary score - oblique method
LP156178-8	COMPONENT	VR-36 Mental component summary score - oblique method
LP156179-6	COMPONENT	Apo-transcobalamin II
LP156180-4	COMPONENT	VR-36 Mental health score - orthogonal method
LP156184-6	COMPONENT	VR-36 Role emotion score - orthogonal method
LP156185-3	COMPONENT	VR-36 Social functioning score - orthogonal method
LP156188-7	COMPONENT	VR-36 Vitality score - orthogonal method
LP15618-9	COMPONENT	Glycerate
LP156189-5	COMPONENT	VR-36 General health score - orthogonal method
LP156192-9	COMPONENT	VR-36 Bodily pain score - orthogonal method
LP156193-7	COMPONENT	VR-36 Role physical score - orthogonal method
LP156196-0	COMPONENT	VR-36 Physical functioning score - orthogonal method
LP15619-7	COMPONENT	Glycerol
LP156197-8	COMPONENT	VR-12 Mental health score - oblique method
LP156200-0	COMPONENT	VR-12 Role emotion score - oblique method
LP156201-8	COMPONENT	VR-12 Social functioning score - oblique method
LP156204-2	COMPONENT	VR-12 Vitality score - oblique method
LP15620-5	COMPONENT	Glycine
LP156205-9	COMPONENT	VR-12 General health score - oblique method
LP156206-7	COMPONENT	VR-12 Bodily pain score - oblique method
LP156209-1	COMPONENT	VR-12 Role physical score - oblique method
LP156210-9	COMPONENT	VR-12 Physical functioning score - oblique method
LP15621-3	COMPONENT	Glycogen synthase
LP156213-3	COMPONENT	VR-36 Mental component summary score - orthogonal method
LP156214-1	COMPONENT	VR-36 Physical component summary score - orthogonal method
LP156217-4	COMPONENT	VR-12 Mental component summary score - oblique method
LP156218-2	COMPONENT	VR-12 Physical component summary score - oblique method
LP156219-0	COMPONENT	VR-12 Physical component summary score - orthogonal method
LP156220-8	COMPONENT	VR-12 Mental component summary score - orthogonal method
LP15622-1	COMPONENT	Glycolate
LP156222-4	COMPONENT	Epstein Barr virus nuclear 1 Ab.IgG & IgM
LP15623-9	COMPONENT	Glycoproteins
LP15624-7	COMPONENT	Glycosaminoglycans
LP15625-4	COMPONENT	Ethambutol
LP15626-2	COMPONENT	Guanine deaminase
LP15627-0	COMPONENT	Guanosine monophosphate.cyclic
LP15628-8	COMPONENT	Hemopexin
LP15629-6	COMPONENT	Heparan sulfate
LP15630-4	COMPONENT	Hexachlorophene
LP156308-1	COMPONENT	Vaccination exclusion - medical reason
LP156309-9	COMPONENT	Oral vitamin D analog prescribed
LP156310-7	COMPONENT	Non-oral vitamin D analog prescribed
LP156311-5	COMPONENT	Vitamin D panel
LP15631-2	COMPONENT	Hexokinase
LP156312-3	COMPONENT	Arteriovenous graft assessed frequency
LP156313-1	COMPONENT	Arteriovenous graft assessed using intra-access flow
LP156315-6	COMPONENT	Arteriovenous graft assessed using doppler
LP156316-4	COMPONENT	How often was static venous pressure measured
LP156317-2	COMPONENT	Testing of arteriovenous graft performed using static venous pressure
LP156318-0	COMPONENT	Testing of arteriovenous graft for access dysfunction performed
LP156319-8	COMPONENT	How often was arterial pre-pump pressure measured
LP15632-0	COMPONENT	Hexokinase 1
LP156320-6	COMPONENT	Measurement of arterial pre-pump pressure performed
LP156321-4	COMPONENT	Dialysis access physical exam frequency
LP156322-2	COMPONENT	Physical examination dialysis access performed prior, during and after cannulation
LP156323-0	COMPONENT	Arteriovenous graft status
LP156324-8	COMPONENT	Arteriovenous fistula status
LP156325-5	COMPONENT	Date arteriovenous fistula usable
LP156326-3	COMPONENT	Date dialysis session
LP156327-1	COMPONENT	Dialysis access
LP156328-9	COMPONENT	Date catheter removal
LP156329-7	COMPONENT	Date catheter placement
LP156330-5	COMPONENT	Date arteriovenous fistula creation
LP156331-3	COMPONENT	Date change of dialysis access type
LP156333-9	COMPONENT	Vascular access panel
LP156334-7	COMPONENT	Hepatitis B vaccination received
LP156335-4	COMPONENT	Pneumococcal vaccination been received
LP156336-2	COMPONENT	Influenza virus vaccination received
LP156337-0	COMPONENT	Vaccination exclusion
LP15633-8	COMPONENT	Hexokinase 3
LP156338-8	COMPONENT	Where was vaccine received
LP156339-6	COMPONENT	Vaccination panel
LP156340-4	COMPONENT	Medication allergies panel
LP156341-2	COMPONENT	Oral iron prescribed
LP156342-0	COMPONENT	Intravenous iron prescribed
LP156343-8	COMPONENT	Iron prescription current
LP156344-6	COMPONENT	Iron panel
LP156345-3	COMPONENT	Sodium profiling-modeling prescribed for any dialysis sessions in the reporting Mo
LP15634-6	COMPONENT	Hippuran
LP156346-1	COMPONENT	Left ventricular hypertrophy
LP156347-9	COMPONENT	Edema present
LP156348-7	COMPONENT	Breath sounds
LP156349-5	COMPONENT	Post-dialysis target weight for session prescribed
LP156350-3	COMPONENT	Date last formal post dialysis weight
LP156351-1	COMPONENT	Did patient provide the home blood pressure values to the dialysis unit
LP15635-3	COMPONENT	Hippurate
LP156353-7	COMPONENT	Blood pressure home reading
LP156354-5	COMPONENT	Sodium restriction education received
LP156355-2	COMPONENT	Date of echocardiogram
LP156356-0	COMPONENT	Dry weight order present
LP156357-8	COMPONENT	Did prescribed dialysate sodium concentration exceed 138 mEq/L for any dialysis session during the Mo
LP156358-6	COMPONENT	Date of sodium education
LP156359-4	COMPONENT	Constant dialysate sodium prescribed
LP156360-2	COMPONENT	Left ventricular hypertrophy change
LP15636-1	COMPONENT	Histamine
LP156361-0	COMPONENT	Fluid and weight panel
LP156362-8	COMPONENT	Vaccination exclusion - patient reason
LP15637-9	COMPONENT	Histidine
LP15638-7	COMPONENT	Histidine ammonia lyase
LP15639-5	COMPONENT	Homocarnosine
LP15640-3	COMPONENT	Homocitrulline
LP15641-1	COMPONENT	Homocystine
LP156415-4	COMPONENT	Did prescribed dialysate sodium concentration exceed 138 mEq
LP156416-2	COMPONENT	Brigance screens II
LP156417-0	COMPONENT	Blessed orientation-memory-concentration test
LP156418-8	COMPONENT	Clinical dementia rating scale
LP156419-6	COMPONENT	Identification of CBER-regulated generic drug facility
LP156422-0	COMPONENT	Hip dysfunction and osteoarthritis outcome score
LP156423-8	COMPONENT	Knee injury and osteoarthritis outcome score
LP15642-9	COMPONENT	Homogentisate
LP156432-9	COMPONENT	Type oral vitamin D analog prescribed
LP156433-7	COMPONENT	Type non-oral vitamin D analog prescribed
LP156434-5	COMPONENT	Type oral iron prescribed
LP156435-2	COMPONENT	Type intravenous iron prescribed
LP156436-0	COMPONENT	Pain score
LP15643-7	COMPONENT	Hydrogen
LP156437-8	COMPONENT	Symptoms score
LP156438-6	COMPONENT	Activities of daily living score
LP156439-4	COMPONENT	Sport-recreation score
LP156440-2	COMPONENT	Quality of life score
LP156442-8	COMPONENT	Acute & chronic leukemia fusion transcript panel
LP156443-6	COMPONENT	Acute & chronic leukemia fusion transcript per control transcript panel
LP156444-4	COMPONENT	Vital signs & oximetry - admission, home health, interim, discharge
LP15644-5	COMPONENT	Hydrogen sulfide
LP15645-2	COMPONENT	Hydroxycalcidiol
LP156457-6	COMPONENT	Mini-mental state examination
LP156459-2	COMPONENT	Alcohol use disorder identification test-consumption
LP15646-0	COMPONENT	Floxacillin
LP156460-0	COMPONENT	Alcohol use disorder identification test
LP15647-8	COMPONENT	Hydroxocobalamin
LP15648-6	COMPONENT	Hydroxylysine
LP15649-4	COMPONENT	Hydroxymethylglutaryl CoA lyase
LP156500-3	COMPONENT	Resuscitation attempted
LP156501-1	COMPONENT	Complaint
LP15650-2	COMPONENT	Hydroxyproline
LP156502-9	COMPONENT	Reason medication not given
LP156503-7	COMPONENT	Reason procedure not performed
LP15651-0	COMPONENT	Hypoxanthine
LP156511-0	COMPONENT	Sapovirus RNA
LP15652-8	COMPONENT	Hypoxanthine phosphoribosyltransferase
LP156530-0	COMPONENT	Reason medication not
LP156533-4	COMPONENT	Total score - Ages and stages questionnaires 2 Mo
LP156534-2	COMPONENT	Total score - Ages and stages questionnaires 4 Mo
LP156535-9	COMPONENT	Total score - Ages and stages questionnaires 6 Mo
LP15653-6	COMPONENT	IgA.monoclonal
LP156536-7	COMPONENT	Total score - Ages and stages questionnaires 8 Mo
LP156537-5	COMPONENT	Total score - Ages and stages questionnaires 9 Mo
LP156538-3	COMPONENT	Total score - Ages and stages questionnaires 10 Mo
LP156539-1	COMPONENT	Total score - Ages and stages questionnaires 12 Mo
LP156540-9	COMPONENT	Total score - Ages and stages questionnaires 14 Mo
LP156541-7	COMPONENT	Total score - Ages and stages questionnaires 16 Mo
LP156542-5	COMPONENT	Total score - Ages and stages questionnaires 18 Mo
LP156543-3	COMPONENT	Total score - Ages and stages questionnaires 20 Mo
LP15654-4	COMPONENT	IgD
LP156544-1	COMPONENT	Total score - Ages and stages questionnaires 22 Mo
LP156545-8	COMPONENT	Total score - Ages and stages questionnaires 24 Mo
LP156546-6	COMPONENT	Total score - Ages and stages questionnaires 27 Mo
LP156548-2	COMPONENT	Total score - Ages and stages questionnaires 30 Mo
LP156549-0	COMPONENT	Total score - Ages and stages questionnaires 33 Mo
LP156550-8	COMPONENT	Total score - Ages and stages questionnaires 36 Mo
LP15655-1	COMPONENT	IgD.monoclonal
LP15656-9	COMPONENT	IgE.monoclonal
LP15657-7	COMPONENT	IgG subclass 1
LP15658-5	COMPONENT	IgG subclass 2
LP15659-3	COMPONENT	IgG subclass 3
LP15660-1	COMPONENT	IgG subclass 4
LP15661-9	COMPONENT	IgM.monoclonal
LP15662-7	COMPONENT	Indicans
LP15663-5	COMPONENT	Indolamine
LP15664-3	COMPONENT	Indole
LP15665-0	COMPONENT	Inhibin
LP15666-8	COMPONENT	Inosine
LP156676-1	COMPONENT	Montreal cognitive assessment
LP156677-9	COMPONENT	Multisection diagnostic
LP156679-5	COMPONENT	Cancer event report
LP156680-3	COMPONENT	Cancer diagnosis
LP15668-4	COMPONENT	Insulin-like growth factor binding protein 3
LP15669-2	COMPONENT	Insulin-like growth factor-I
LP15670-0	COMPONENT	Insulin-like growth factor-II
LP156712-4	COMPONENT	Fall risk level
LP156713-2	COMPONENT	Position in womb
LP156714-0	COMPONENT	Post-natal maternal vital status
LP15671-8	COMPONENT	Somatomedins
LP156719-9	COMPONENT	Streptococcus pyogenes exotoxin B speB gene
LP156720-7	COMPONENT	HLA-A+B+C Ab.IgG
LP156721-5	COMPONENT	HLA-DP+DQ+DR Ab.IgG
LP15672-6	COMPONENT	Inter alpha trypsin inhibitor
LP15673-4	COMPONENT	Intrinsic factor
LP15674-2	COMPONENT	Intrinsic factor blocking
LP156755-3	COMPONENT	Rwandan maternal screening panel
LP156757-9	COMPONENT	Pregnancy risk factors
LP156758-7	COMPONENT	Last born child vital status
LP15675-9	COMPONENT	Inulin
LP156759-5	COMPONENT	Tested for HIV
LP156760-3	COMPONENT	Arrived at clinic with partner
LP156761-1	COMPONENT	Delivery location
LP156762-9	COMPONENT	Delivery method
LP156763-7	COMPONENT	Person attending birth
LP156765-2	COMPONENT	Neonatal vital status at delivery
LP156766-0	COMPONENT	Perineal tear classification
LP15676-7	COMPONENT	Iodohippuran
LP15677-5	COMPONENT	Iron
LP15678-3	COMPONENT	Iron binding capacity
LP15679-1	COMPONENT	Iron binding capacity.unsaturated
LP15680-9	COMPONENT	Iron.chelated
LP15681-7	COMPONENT	Isocitrate dehydrogenase
LP15682-5	COMPONENT	Isoleucine
LP15683-3	COMPONENT	Ketones
LP15684-1	COMPONENT	Kynurenate
LP15685-8	COMPONENT	L-iditol dehydrogenase
LP15686-6	COMPONENT	Lactate
LP15688-2	COMPONENT	Lactate dehydrogenase 1
LP15689-0	COMPONENT	Lactate dehydrogenase 2
LP15690-8	COMPONENT	Lactate dehydrogenase 3
LP15691-6	COMPONENT	Lactate dehydrogenase 4
LP15692-4	COMPONENT	Lactate dehydrogenase 5
LP15693-2	COMPONENT	Pyruvate
LP15694-0	COMPONENT	Lactoferrin
LP15695-7	COMPONENT	Lecithin cholesterol acyltransferase
LP15696-5	COMPONENT	Lecithin phosphorus
LP15697-3	COMPONENT	Lecithin
LP15698-1	COMPONENT	Sphingomyelin
LP156982-3	COMPONENT	Photographic image
LP156983-1	COMPONENT	Pediatric systolic blood pressure percentile
LP156984-9	COMPONENT	Pediatric diastolic blood pressure percentile
LP156985-6	COMPONENT	Permission to release immunization data from school record
LP156991-4	COMPONENT	Glucose tolerance 2H panel
LP156992-2	COMPONENT	Tobacco smoking status
LP156997-1	COMPONENT	ABCB1 gene
LP156998-9	COMPONENT	ABCB1 gene.c.3435C>T
LP15699-9	COMPONENT	Leucine
LP157001-1	COMPONENT	Multisection for pulmonary embolus
LP15700-5	COMPONENT	Foscarnet
LP157006-0	COMPONENT	Staphylococcus aureus enterotoxin D sed gene
LP157007-8	COMPONENT	Staphylococcus aureus enterotoxin C sec gene
LP15701-3	COMPONENT	Leukocyte esterase
LP157017-7	COMPONENT	Tau protein.phosphorylated 181
LP157018-5	COMPONENT	Physician assessment necessary
LP157019-3	COMPONENT	Facility recommended for birth
LP157020-1	COMPONENT	Congenital anomalies noted
LP15702-1	COMPONENT	Linoleate
LP157021-9	COMPONENT	Given a mosquito net
LP157022-7	COMPONENT	Given pyrimethamine sulfadoxine - starting at 4th Mo
LP157023-5	COMPONENT	Given iron and folic acid
LP157024-3	COMPONENT	HIV results shared with partner
LP157027-6	COMPONENT	Treated for syphillis
LP157028-4	COMPONENT	Obstetrical risk
LP157029-2	COMPONENT	Date tetanus vaccine
LP15703-9	COMPONENT	Phospholipid phosphorus
LP15704-7	COMPONENT	Phospholipid
LP15705-4	COMPONENT	Lipids
LP157054-0	COMPONENT	HEDIS 2013 Codes to identify sexually active women (CHL-B)
LP157055-7	COMPONENT	HEDIS 2013 Codes to identify group A Streptococcus tests (CWP-D)
LP157056-5	COMPONENT	HEDIS 2013 panel
LP15706-2	COMPONENT	Framycetin
LP15707-0	COMPONENT	Lipoprotein lipase
LP15708-8	COMPONENT	Lipoprotein.alpha
LP157093-8	COMPONENT	Clinical summary score
LP157095-3	COMPONENT	Self-efficacy score
LP15709-6	COMPONENT	Lipoprotein.beta
LP157096-1	COMPONENT	Total symptom score
LP157097-9	COMPONENT	Symptom burden score
LP157098-7	COMPONENT	Symptom frequency score
LP157099-5	COMPONENT	Symptom stability score
LP157100-1	COMPONENT	Physical limitation score
LP157101-9	COMPONENT	Social limitation score
LP157102-7	COMPONENT	Discharge disposition - long term care hospital
LP15710-4	COMPONENT	Lipoprotein.pre-beta
LP157104-3	COMPONENT	Albumin.CSF
LP157106-8	COMPONENT	Amphiphysin Ab.IgG
LP157107-6	COMPONENT	Ma+Ta Ab.IgG
LP157108-4	COMPONENT	NPM1 gene.c.960insCCTG transcript
LP157109-2	COMPONENT	NPM1 gene.c.960insCATG transcript
LP15711-2	COMPONENT	Lipoprotein
LP15712-0	COMPONENT	Lithocholate
LP157124-1	COMPONENT	Changes in appetite - follow up
LP157125-8	COMPONENT	Changes in sleeping patterns - follow up
LP157145-6	COMPONENT	Blood product ordered
LP15714-6	COMPONENT	Lutropin.alpha subunit
LP157147-2	COMPONENT	Nicotinurate
LP157149-8	COMPONENT	Bilirubin excess & oxyhemoglobin & methemoglobin & xanthochromia & albumin quotient panel
LP157150-6	COMPONENT	Bilirubin excess
LP157152-2	COMPONENT	NPM1 gene.c.956dupTCTG transcript
LP15715-3	COMPONENT	Lutropin.beta subunit
LP157154-8	COMPONENT	Glucose.serum-glucose.plr fld
LP157155-5	COMPONENT	Glucose.serum-glucose.perition fld
LP157156-3	COMPONENT	Glucose.serum-glucose.synv fld
LP157157-1	COMPONENT	Glucose.serum-glucose.pericard fld
LP157158-9	COMPONENT	Albumin.serum-albumin.pericard fld
LP157159-7	COMPONENT	Albumin.serum-albumin.plr fld
LP157160-5	COMPONENT	Albumin.serum-albumin.periton fld
LP15716-1	COMPONENT	Lysine
LP157168-8	COMPONENT	Evaluation of mental and physical incapacity certificate
